trader_name,owner_name,license_number,latitude,longitude,inspection_status,instrument_type
Kessler Rosenbaum and Bins Logistics Hub,Ines Treutel,LMO/2026/10875,28.422481,77.157991,Passed,Platform Scale
Metz Powlowski and Schamberger Cold Storage,Clarabelle Williamson DDS,LMO/2026/10876,28.621856,76.945162,Failed,Crane Scale
Wintheiser - Miller General Trading Co,Furman Cummings-Schroeder Jr.,LMO/2026/10877,28.562904,77.113818,Passed,Analytical Precision Balance
Metz - Hills Dairy & Sweets,Uriah Huel,LMO/2026/10878,29.673900,76.916841,Passed,Platform Scale
O'Kon - Hessel General Trading Co,Geo Tromp,LMO/2026/10879,29.621297,76.833470,Pending,Non-Automatic Weighing Instrument
Mertz-Emard LLC Dairy & Sweets,Jared Crooks,LMO/2026/10880,29.007597,76.351747,Pending,Fuel Dispenser
Price Conn and Kunze Fertilizers & Agro Chemicals,Mr. Khalil Wisozk,LMO/2026/10881,28.174654,77.380798,Passed,Flow Meter
Kub - Aufderhar General Trading Co,Camron Klocko,LMO/2026/10882,28.321794,76.441571,Passed,Flow Meter
Bayer - Schuppe Fuel Station,Henry Powlowski,LMO/2026/10883,29.498020,76.496475,Passed,Automatic Gravimetric Filling Scale
Ebert - Schaefer Hardware & Steel Depot,Jan Shanahan,LMO/2026/10884,29.176863,76.850871,Passed,Electronic Weighing Scale
Kshlerin Inc Supermarket,Marcelina Watsica,LMO/2026/10885,29.579671,77.393664,Passed,Electronic Counter Scale
Reinger Group Fertilizers & Agro Chemicals,Alicia Heidenreich,LMO/2026/10886,28.316768,76.952504,Passed,Electronic Counter Scale
Huel Abernathy and Collins Jewellers,Regan Huel,LMO/2026/10887,28.699834,76.585902,Passed,Automatic Gravimetric Filling Scale
Nolan and Sons General Trading Co,Harley White,LMO/2026/10888,28.994779,77.379019,Passed,Automatic Gravimetric Filling Scale
Flatley - Legros Supermarket,Devyn Jacobs,LMO/2026/10889,29.611378,76.593098,Failed,Platform Scale
Hessel Friesen-Prohaska and Champlin Hardware & Steel Depot,Clyde Bradtke,LMO/2026/10890,29.119603,76.582778,Pending,Weighbridge
Quitzon Group Cotton Ginning Mill,Martine Stroman,LMO/2026/10891,29.058444,76.870764,Pending,Analytical Precision Balance
Hauck and Sons Logistics Hub,Anne Murazik,LMO/2026/10892,29.209356,77.354402,Passed,Crane Scale
Haley Group Cotton Ginning Mill,Jody Balistreri III,LMO/2026/10893,28.693653,77.282946,Passed,Non-Automatic Weighing Instrument
Welch - Rohan Logistics Hub,Hassie Toy,LMO/2026/10894,29.011777,76.945556,Passed,Weighbridge
McLaughlin LLC Supermarket,Abbey Gerhold,LMO/2026/10895,29.299859,76.776512,Passed,Fuel Dispenser
Raynor Inc Flour Mill,Barrett Koss,LMO/2026/10896,29.054109,76.434942,Passed,Analytical Precision Balance
Ward O'Conner and Mitchell-Littel Supermarket,Nikko Murray,LMO/2026/10897,29.478721,77.488766,Pending,Weighbridge
Mitchell D'Amore and Bogan Kirana Store,Ms. Ericka Rowe,LMO/2026/10898,28.842041,77.446241,Passed,Electronic Counter Scale
Langworth LLC Cold Storage,Renee Waelchi,LMO/2026/10899,28.772739,76.557484,Passed,Analytical Precision Balance
Walker Hane and Gislason Jewellers,Warren Gerlach,LMO/2026/10900,28.382462,76.902876,Failed,Non-Automatic Weighing Instrument
Pfeffer Group Supermarket,Cielo Upton,LMO/2026/10901,29.465740,77.120054,Pending,Analytical Precision Balance
Von Hahn and Doyle Fuel Station,Maynard Hammes I,LMO/2026/10902,29.364674,77.424530,Pending,Automatic Gravimetric Filling Scale
Doyle Johns and McGlynn Dairy & Sweets,Sydnee Kemmer,LMO/2026/10903,29.512433,76.930334,Passed,Fuel Dispenser
Kihn Inc Jewellers,Abe Sawayn,LMO/2026/10904,29.589784,76.821452,Passed,Electronic Weighing Scale
Anderson and Sons Hardware & Steel Depot,Karla Wehner,LMO/2026/10905,28.448402,77.327634,Passed,Flow Meter
Bechtelar Dooley and Bailey Hardware & Steel Depot,Baylee Tillman,LMO/2026/10906,28.913943,76.818266,Passed,Platform Scale
Vandervort Braun and Macejkovic Fuel Station,Phillip Macejkovic,LMO/2026/10907,28.656444,76.696903,Pending,Platform Scale
Bauch Inc Fertilizers & Agro Chemicals,Peyton Torphy,LMO/2026/10908,29.143562,77.171827,Passed,Fuel Dispenser
Beahan - Gutkowski Dairy & Sweets,Sandy Kessler,LMO/2026/10909,28.629006,76.459919,Passed,Analytical Precision Balance
Vandervort - Reynolds Kirana Store,Deshaun Morar,LMO/2026/10910,28.248192,76.484072,Failed,Analytical Precision Balance
Rosenbaum and Sons Cotton Ginning Mill,Darby Hodkiewicz,LMO/2026/10911,28.774820,76.925309,Pending,Non-Automatic Weighing Instrument
Ledner Group Logistics Hub,Mozell Bogisich,LMO/2026/10912,29.589177,76.830176,Passed,Electronic Counter Scale
Cartwright - Cartwright Fertilizers & Agro Chemicals,Kathy Windler,LMO/2026/10913,28.245005,77.296921,Pending,Flow Meter
Botsford and Sons Jewellers,Gerard Stamm,LMO/2026/10914,28.772333,77.209829,Pending,Electronic Counter Scale
Leffler Frami and Little Supermarket,Rosa Wolff,LMO/2026/10915,28.507999,77.198179,Passed,Electronic Counter Scale
Rogahn LLC Logistics Hub,Ross Lebsack,LMO/2026/10916,29.117769,76.863168,Passed,Electronic Counter Scale
Marvin Inc Cotton Ginning Mill,Gabe Lind,LMO/2026/10917,29.270035,77.497553,Passed,Flow Meter
Dare Huel and Murphy Cold Storage,Camron Strosin,LMO/2026/10918,29.736007,77.078399,Pending,Electronic Counter Scale
Ankunding Weissnat and Labadie Fuel Station,Rudy Smith,LMO/2026/10919,29.040881,77.125033,Pending,Flow Meter
Runolfsdottir - O'Kon Flour Mill,Miss Albina Watsica,LMO/2026/10920,29.415619,77.063748,Pending,Platform Scale
Rutherford LLC Cotton Ginning Mill,Sanford Ferry,LMO/2026/10921,28.242600,77.235386,Passed,Electronic Counter Scale
Rempel LLC Cold Storage,Elvie Fay,LMO/2026/10922,28.571836,77.163304,Passed,Non-Automatic Weighing Instrument
Daugherty - Bahringer Fuel Station,Franco Renner,LMO/2026/10923,29.616049,77.240708,Pending,Electronic Weighing Scale
Batz LLC Fertilizers & Agro Chemicals,Anais Considine,LMO/2026/10924,28.775827,77.256062,Pending,Automatic Gravimetric Filling Scale
Braun - Hahn Hardware & Steel Depot,Adonis Rau,LMO/2026/10925,29.022317,76.746579,Passed,Platform Scale
Bosco Heathcote and Gulgowski Cold Storage,Nedra Huel,LMO/2026/10926,28.739170,76.722208,Failed,Fuel Dispenser
Weber - Kub Hardware & Steel Depot,Rufus Wilderman,LMO/2026/10927,29.707383,77.366993,Failed,Flow Meter
Nolan Streich and McKenzie Cold Storage,Berniece Parker,LMO/2026/10928,28.154305,77.276216,Pending,Flow Meter
Schuster Lubowitz and Greenholt Pharma Labs,Palma Boyle,LMO/2026/10929,28.620579,77.300657,Failed,Weighbridge
Bayer - Moen General Trading Co,Marcos Thompson IV,LMO/2026/10930,28.658989,77.437207,Passed,Fuel Dispenser
Johns Group Supermarket,Vicenta Crist,LMO/2026/10931,29.446533,77.319369,Pending,Electronic Counter Scale
Franecki - Shanahan Grain Market Depot,Freddy Schiller,LMO/2026/10932,28.471821,76.372742,Passed,Fuel Dispenser
Witting Inc Kirana Store,Joanny Lowe,LMO/2026/10933,28.823194,76.545678,Passed,Flow Meter
Lubowitz - Armstrong General Trading Co,Irvin Ondricka,LMO/2026/10934,29.696825,76.506638,Passed,Crane Scale
Shanahan-Feil Harvey and Kunde Grain Market Depot,Horacio Mante,LMO/2026/10935,28.925045,77.053432,Passed,Analytical Precision Balance
Volkman Rau and Rau Jewellers,Jovanny Mraz,LMO/2026/10936,28.237947,77.404163,Passed,Weighbridge
DuBuque - Bernier Logistics Hub,Ms. Manuela Ritchie,LMO/2026/10937,29.073997,76.770048,Passed,Crane Scale
Hickle Group Dairy & Sweets,Bell Wisoky,LMO/2026/10938,28.261744,77.487311,Pending,Flow Meter
Hills - Paucek Pharma Labs,Andreane Denesik,LMO/2026/10939,28.637003,76.841290,Passed,Electronic Counter Scale
Haag - Aufderhar Cold Storage,Gussie Hermann,LMO/2026/10940,29.021841,77.214338,Failed,Non-Automatic Weighing Instrument
Davis - Goodwin Pharma Labs,Marley Mills,LMO/2026/10941,29.242619,76.616249,Passed,Crane Scale
Kilback LLC Supermarket,Linda Nolan,LMO/2026/10942,29.076184,76.473816,Passed,Platform Scale
Abshire Barton and Bechtelar Cotton Ginning Mill,Anabel Vandervort,LMO/2026/10943,29.322101,77.207595,Pending,Analytical Precision Balance
Schinner - Auer Cotton Ginning Mill,Anastasia Ziemann,LMO/2026/10944,28.410804,77.477477,Pending,Flow Meter
Torp - O'Keefe Kirana Store,Rosanna Rolfson,LMO/2026/10945,29.496065,76.823443,Passed,Analytical Precision Balance
Mills Group Hardware & Steel Depot,Ethan Jones,LMO/2026/10946,28.966960,76.443570,Passed,Fuel Dispenser
Rau Nitzsche and McKenzie Fuel Station,Mason Zboncak,LMO/2026/10947,29.480316,77.249147,Passed,Analytical Precision Balance
Runolfsson Bogisich and Dooley Cotton Ginning Mill,Mckenzie Maggio,LMO/2026/10948,29.651825,76.886541,Passed,Flow Meter
Block Inc Pharma Labs,Samson Okuneva,LMO/2026/10949,29.639325,76.488557,Passed,Electronic Counter Scale
Beier Inc Grain Market Depot,Sincere Ferry,LMO/2026/10950,28.379314,77.425712,Passed,Analytical Precision Balance
Stoltenberg LLC Dairy & Sweets,Jordane Turcotte,LMO/2026/10951,29.308744,76.383764,Passed,Platform Scale
Haley Rohan and Hauck Logistics Hub,Janessa Hansen,LMO/2026/10952,28.892814,76.649364,Failed,Analytical Precision Balance
Dickens - Hills Jewellers,Mr. Joseph Bailey-Monahan,LMO/2026/10953,28.533553,77.049120,Pending,Automatic Gravimetric Filling Scale
Yost Group Cotton Ginning Mill,Breanna Parker,LMO/2026/10954,29.158645,77.477172,Failed,Automatic Gravimetric Filling Scale
Jacobs Group General Trading Co,Gisselle Lubowitz,LMO/2026/10955,28.702095,76.577534,Pending,Non-Automatic Weighing Instrument
Bogisich - Ullrich Logistics Hub,Regina Oberbrunner II,LMO/2026/10956,28.276287,77.143805,Pending,Non-Automatic Weighing Instrument
Mayer - Brekke Fertilizers & Agro Chemicals,Ambrose Mohr,LMO/2026/10957,29.670912,76.737826,Passed,Flow Meter
Predovic LLC Pharma Labs,Torrance Boyer,LMO/2026/10958,29.110920,77.431890,Passed,Weighbridge
Johnston Group Grain Market Depot,Ray Hoppe,LMO/2026/10959,28.303075,76.821099,Passed,Analytical Precision Balance
Hermiston and Sons Fuel Station,Craig Morissette,LMO/2026/10960,28.424293,76.403247,Pending,Analytical Precision Balance
Parisian - Keeling Pharma Labs,Irwin Steuber,LMO/2026/10961,28.527837,76.478538,Failed,Electronic Counter Scale
Hickle - Herzog Hardware & Steel Depot,Leon Doyle-Gislason,LMO/2026/10962,29.576787,77.061547,Pending,Weighbridge
Olson Barton and Hintz Pharma Labs,Cordell Heaney,LMO/2026/10963,29.327818,77.264642,Pending,Weighbridge
Gutmann - Waelchi Flour Mill,Bridie Yundt,LMO/2026/10964,29.746046,76.401034,Passed,Weighbridge
Wunsch - Bosco Cotton Ginning Mill,Jules Hilll,LMO/2026/10965,28.162366,76.769913,Passed,Electronic Weighing Scale
Schultz - Thompson Fuel Station,Arnold Hermiston,LMO/2026/10966,28.892187,77.087567,Pending,Platform Scale
Brakus - Armstrong Supermarket,Garnett Beer-Lubowitz,LMO/2026/10967,29.720894,77.428609,Passed,Electronic Counter Scale
Sauer Group Hardware & Steel Depot,Kim Doyle,LMO/2026/10968,28.635011,76.914739,Passed,Platform Scale
Quitzon Group Fertilizers & Agro Chemicals,Maxie Carter,LMO/2026/10969,28.837039,77.214846,Pending,Analytical Precision Balance
Swaniawski and Sons Fertilizers & Agro Chemicals,Quinn Walsh Sr.,LMO/2026/10970,29.050484,76.607341,Passed,Analytical Precision Balance
Cole Hermann and Rolfson Flour Mill,Ms. Katherine Mosciski,LMO/2026/10971,28.595598,76.501182,Passed,Electronic Weighing Scale
O'Kon Inc Grain Market Depot,Lorenz Feeney,LMO/2026/10972,29.290600,76.580072,Pending,Weighbridge
Blick - Mitchell Jewellers,Sincere Morar,LMO/2026/10973,29.166647,77.063912,Passed,Weighbridge
Pfeffer Inc Logistics Hub,Mr. Newell Brakus,LMO/2026/10974,28.679775,77.190079,Passed,Platform Scale
Cremin Hagenes and Lynch Fertilizers & Agro Chemicals,Giuseppe Stark,LMO/2026/10975,29.319069,77.124552,Pending,Electronic Counter Scale
Pouros - Doyle Kirana Store,Bob Morissette-Green,LMO/2026/10976,28.633849,76.419135,Pending,Non-Automatic Weighing Instrument
Konopelski - Heller Kirana Store,Asha Pfeffer,LMO/2026/10977,28.188473,76.796580,Passed,Electronic Weighing Scale
Gulgowski and Sons Flour Mill,Sheridan Blanda,LMO/2026/10978,29.526127,77.229801,Passed,Analytical Precision Balance
Bruen Group Dairy & Sweets,Hadley Lesch-Haley,LMO/2026/10979,28.338897,76.654128,Passed,Non-Automatic Weighing Instrument
Goldner Russel and Mann Fertilizers & Agro Chemicals,Jaleel Hettinger,LMO/2026/10980,29.749807,77.184165,Pending,Non-Automatic Weighing Instrument
Heller Mohr and Nitzsche Jewellers,Dangelo Watsica,LMO/2026/10981,28.395783,76.436509,Pending,Automatic Gravimetric Filling Scale
Parker Inc Jewellers,Christina Green-Wunsch Jr.,LMO/2026/10982,29.157437,76.473567,Failed,Flow Meter
Parisian - Bogisich Jewellers,Everardo Ruecker,LMO/2026/10983,28.784592,77.303411,Pending,Analytical Precision Balance
Pacocha Parisian and Herman-Zboncak Flour Mill,Ms. August Gibson,LMO/2026/10984,28.703984,77.270352,Passed,Automatic Gravimetric Filling Scale
Aufderhar Feil and Bruen Hardware & Steel Depot,Barton Abernathy,LMO/2026/10985,28.509423,76.829372,Pending,Electronic Counter Scale
Dibbert Marvin and Willms Jewellers,Summer Barton II,LMO/2026/10986,29.617780,76.552224,Pending,Automatic Gravimetric Filling Scale
Turner Skiles and Upton Pharma Labs,Monserrat Williamson,LMO/2026/10987,29.675932,77.171092,Passed,Weighbridge
Lindgren - Cormier Dairy & Sweets,Mossie Bartoletti,LMO/2026/10988,28.561255,76.949287,Pending,Analytical Precision Balance
Larkin Schoen and Krajcik Dairy & Sweets,Jules Lowe Jr.,LMO/2026/10989,28.611128,77.306952,Pending,Analytical Precision Balance
Koelpin LLC Hardware & Steel Depot,Eloisa Miller,LMO/2026/10990,28.571999,77.144770,Pending,Crane Scale
Bergnaum - Block Kirana Store,Regan Johnson,LMO/2026/10991,28.861866,77.433277,Pending,Flow Meter
Crooks Emmerich and Ullrich Jewellers,Aaron Morar,LMO/2026/10992,29.128679,77.087723,Passed,Non-Automatic Weighing Instrument
Dietrich - Quigley Fertilizers & Agro Chemicals,Brent Donnelly-Bins,LMO/2026/10993,29.561320,77.297198,Pending,Platform Scale
Heathcote Inc General Trading Co,Hugo Wunsch,LMO/2026/10994,28.711993,76.976891,Pending,Platform Scale
Corkery Inc Dairy & Sweets,Ottilie Bradtke,LMO/2026/10995,29.128848,76.798023,Pending,Fuel Dispenser
Koelpin - Dickens Fuel Station,Jovany Jerde,LMO/2026/10996,29.320893,76.492483,Failed,Automatic Gravimetric Filling Scale
Stanton Cassin and Zulauf Fertilizers & Agro Chemicals,Esteban Ratke,LMO/2026/10997,28.879731,77.093077,Passed,Weighbridge
Buckridge Zulauf and Cassin Fertilizers & Agro Chemicals,Napoleon Treutel,LMO/2026/10998,29.093573,76.417071,Passed,Automatic Gravimetric Filling Scale
Gibson - Hermann Jewellers,Krystal Dicki,LMO/2026/10999,29.126878,76.720008,Pending,Flow Meter
Sauer Runolfsdottir and Koch Jewellers,Raymundo Waelchi,LMO/2026/11000,28.184490,77.096060,Pending,Electronic Weighing Scale
